Day,Hour,Condition,Temperature,Wind,Relative_hum,Pressure
Saturday 5 August 2023,23:30,Clear,28°,9,25%,1019 hPa
Sunday 6 August 2023,00:00,Clear,28°,6,26%,1019 hPa
Sunday 6 August 2023,00:30,Clear,26°,7,28%,1019 hPa
Sunday 6 August 2023,01:00,Clear,25°,4,32%,1019 hPa
Sunday 6 August 2023,01:30,Clear,25°,6,30%,1019 hPa
Sunday 6 August 2023,02:00,Clear,24°,9,34%,1019 hPa
Sunday 6 August 2023,02:30,Clear,24°,2,31%,1019 hPa
Sunday 6 August 2023,03:00,Clear,23°,6,33%,1019 hPa
Sunday 6 August 2023,03:30,Clear,23°,7,33%,1019 hPa
Sunday 6 August 2023,04:00,Clear,22°,7,33%,1019 hPa
Sunday 6 August 2023,04:30,Clear,22°,7,33%,1019 hPa
Sunday 6 August 2023,05:00,Clear,21°,7,38%,1019 hPa
Sunday 6 August 2023,05:30,Clear,21°,11,35%,1019 hPa
Sunday 6 August 2023,06:00,Clear,21°,9,38%,1019 hPa
Sunday 6 August 2023,06:30,Clear,21°,13,38%,1019 hPa
Sunday 6 August 2023,07:00,Clear,20°,11,43%,1019 hPa
Sunday 6 August 2023,07:30,Clear,20°,13,46%,1020 hPa
Sunday 6 August 2023,08:00,Clear,20°,13,46%,1020 hPa
Sunday 6 August 2023,08:30,Clear,21°,13,46%,1020 hPa
Sunday 6 August 2023,09:00,Clear,22°,11,46%,1020 hPa
Sunday 6 August 2023,09:30,Clear,23°,11,44%,1020 hPa
Sunday 6 August 2023,10:00,Clear,24°,9,44%,1020 hPa
Sunday 6 August 2023,10:30,Clear,25°,9,41%,1020 hPa
Sunday 6 August 2023,11:00,Clear,26°,9,39%,1020 hPa
Sunday 6 August 2023,11:30,Clear,28°,11,32%,1020 hPa
Sunday 6 August 2023,12:00,Clear,29°,11,31%,1020 hPa
Sunday 6 August 2023,12:30,Clear,29°,9,29%,1019 hPa
Sunday 6 August 2023,13:00,Clear,30°,7,27%,1019 hPa
Sunday 6 August 2023,13:30,Clear,31°,7,26%,1019 hPa
Sunday 6 August 2023,14:00,Clear,33°,9,23%,1019 hPa
Sunday 6 August 2023,14:30,Clear,33°,7,23%,1018 hPa
Sunday 6 August 2023,15:00,Clear,34°,9,22%,1018 hPa
Sunday 6 August 2023,15:30,Clear,34°,6,22%,1018 hPa
Sunday 6 August 2023,16:00,Clear,34°,9,22%,1017 hPa
Sunday 6 August 2023,16:30,Clear,35°,7,20%,1017 hPa
Sunday 6 August 2023,17:00,Clear,35°,6,19%,1016 hPa
Sunday 6 August 2023,17:30,Clear,36°,6,19%,1016 hPa
Sunday 6 August 2023,18:00,Clear,36°,6,18%,1016 hPa
Sunday 6 August 2023,18:30,Clear,37°,15,16%,1016 hPa
Sunday 6 August 2023,19:00,Clear,37°,19,17%,1016 hPa
Sunday 6 August 2023,19:30,Clear,37°,20,17%,1016 hPa
Sunday 6 August 2023,20:00,Clear,36°,17,16%,1016 hPa
Sunday 6 August 2023,20:30,Clear,35°,19,11%,1016 hPa
Sunday 6 August 2023,21:00,Clear,34°,17,10%,1016 hPa
Sunday 6 August 2023,21:30,Clear,32°,19,10%,1016 hPa
Sunday 6 August 2023,22:00,Clear,31°,22,9%,1017 hPa
Sunday 6 August 2023,22:30,Clear,30°,20,10%,1017 hPa
Sunday 6 August 2023,23:00,Clear,29°,13,11%,1018 hPa
